Fund_id,Project_id,Donor_num,Cum_amount,Target_amount
794,53823569052467246DK50089,2074,24577.47,100000.00 
166,53846351958929420BD31976,878,4209.42,530000.00 
794,53117332416214105SC98731,1853,37927.83,190000.00 
794,53227719328223239GA22752,1296,13420.7,100000.00 
794,53944151539059856ZP73490,1008,10155.34,190000.00 
794,53303835186769231EN88713,1453,15440.84,50000.00 
233,53198630942429815SU80281,1198,16089.41,100000.00 
233,53372471501797740ZA12544,999,11662.79,50000.00 
745,53413384824201133DH89430,2895,10701.76,100000.00 
424,53684948745298932UD21159,663,6933,100000.00 
424,53483879843998532CW96802,517,3273.24,200000.00 
233,53112455825404858NF47454,2281,14407.02,88600.00 
152,53354462562217548BS62687,543,2945.09,100000.00 
770,53790465591550462HP36043,405,4000.79,150000.00 
770,53207364695292685PK13556,539,5653.32,200000.00 
426,53312003769363861PH72740,281,852.23,15000000.00 
765,53913291140648490PS36737,3934,1684179.41,5000000.00 
725,53825546886700219YO96522,2430,14122.42,150000.00 
722,53725043325830276SY46113,1574,802.53,112222.00 
745,53134943698013949PV43034,2550,22729.58,495000.00 
737,53793903203120427VB88305,519,5045.11,21505.00 
299,53490827615424188CM30539,3067,53581.61,1022222.00 
179,53553533354150850XX92940,211,4426.66,80000.00 
513,53771992146241134AL24747,226,2210.02,1000000.00 
210,53482377884899895MY87862,503,4232.66,473684.00 
497,53351673992337745ZA90806,449,5497.61,100000.00 
727,53955098966475833KI23539,1104,6549.28,90000.00 
737,53174513305840314JW55151,460,4550.54,80000.00 
79,53859879294350297NG29173,1514,16276,50000.00 
79,53852951772711600DI33816,774,6346.57,30000.00 
794,53466360349128956MZ57785,933,12274.28,100000.00 
725,53250174927544878TN13934,466,3033.51,81200.00 
32,53691608708116597ON19605,2362,14311.77,1000000.00 
776,53246532235802892UL66310,1301,8865.37,206700.00 
160,53254558398957978CQ60308,16510,288151.2,3000000.00 
242,53980413950918255XL20275,802,1385.8,900000.00 
737,53416661613063987AP81410,804,12819.92,21505.00 
229,53933951966402835RA13066,1,6,200000.00 
212,53241110332622071DJ47323,387,1463.73,200000.00 
770,53372932931380274SR76191,4154,36952.09,79333.00 
794,53875728967701509FQ41476,2112,65265.14,190000.00 
229,53265575931462447BO29880,179,721.06,600000.00 
980,53146600676194142OI81343,1060,9036.64,200000.00 
777,53874025958821516UZ47808,983,4800.41,165979.00 
424,53206075890414269RL84926,681,4742.03,150000.00 
424,53717989299034685EZ93635,540,4227.9,200000.00 
79,53323913169619332VR84731,929,11353.77,100000.00 
740,53278219285571317CP96592,478,3657.62,100000.00 
754,53634351425064562NF46743,3319,103764.36,2722222.00 
794,53714321791500437SA52307,1486,11853.88,100000.00 
737,53476217939288341VO88774,818,6138.38,21505.00 
737,53978701993613858UM50149,999,11325.27,21505.00 
717,53133744057206046TP48089,1590,15938.63,1449000.00 
794,53687510980410355AZ25056,821,6941.36,150000.00 
537,53267575893203466EX13270,521,3553.41,100000.00 
537,53703404473465373FC76410,394,2642.45,150000.00 
497,53394788803958825PU71172,698,9120.7,50000.00 
737,53545699301375621VR88239,1903,4459.46,503333.00 
736,53660244024329503GO42475,3678,9392.41,20400.00 
469,53922918851799677CO24937,1007,11727.04,1000000.00 
222,53366861782224928NU49589,370,1643.48,52290.00 
324,53577019542413143QY33111,437,2846.55,100000.00 
424,53319766985791429FV78643,500,3190.92,200000.00 
174,53615088125691016UE36810,277,665.62,12100.00 
539,53706095643214554YO64865,34871,399686.79,5000000.00 
740,53606657476201849HV67808,552,3767.62,200000.00 
749,53162966743748142CV30452,1384,3680.24,450000.00 
794,53985106183511604MW11448,2244,33209.61,50000.00 
794,53648139523176538BF46609,1038,19086.22,150000.00 
497,53430464132062322CH38623,1226,18687.82,50000.00 
765,53375150916719454UB53803,584,9414.11,200000.00 
765,53265335324397306WE31573,407,7742.32,450000.00 
794,53542511664128330YQ69341,2010,39476.57,83072.00 
79,53391039859461329AO59636,581,9257.42,20000.00 
794,53363046174253079BA62018,451,6459.66,100000.00 
794,53525622207739691WY30613,366,5749.63,200000.00 
794,53458020229184772AJ65869,379,9147.02,100000.00 
970,53812094471231132LH71943,826,12312.17,220000.00 
290,53312704582355308WV46016,1293,3849.04,99740.00 
537,53368891496569504YJ81999,287,3308.5,100000.00 
537,53980616179987870TR54589,319,5593.95,150000.00 
233,53711679886872900ZA90890,533,8310.64,100000.00 
233,53740462908484391PS29252,392,5215.49,100000.00 
737,53470723873623675LG90747,1141,7207.52,371111.00 
324,53839119435805491PV37839,278,905.06,2400000.00 
794,53528429910425068UR16611,1812,18614.4,100000.00 
794,53267637518023033PE38957,1470,14863,50000.00 
794,53268732941086644IO63167,873,5778.91,1000000.00 
513,53206098724941414VY85813,2703,17558.31,2000000.00 
888,53451797205397426ZX73220,742,5489.44,200000.00 
758,53942163223412376FY38671,1925,7393,429395.00 
424,53409764668630184JS10893,499,3943.34,300000.00 
424,53516889703223512TY53599,2971,78018.24,200000.00 
424,53364121194620981ZH56951,317,1993.54,200000.00 
424,53218758194175457EB92573,2735,27472.51,300000.00 
537,53498611046989435SP32879,291,2065.41,100000.00 
537,53376139435387726QP88849,570,3602.78,150000.00 
28,53196690676527882BH94795,592,469.5,55000.00 
776,53828226112858618IM89239,802,16178.06,91100.00 
28,53278527125828468VQ88625,63,168.83,3435.00 
134,53212596022990019VN71016,1957,18022.11,680000.00 
174,53326870583355655AV77526,538,3784.72,9900.00 
749,53436678522464301FX98128,324,1097.59,65000.00 
794,53872013471180531VT89385,303,3298.45,150000.00 
794,53880461815847598GT55908,296,3715.46,150000.00 
794,53451300864203334EA97257,263,4833.78,100000.00 
794,53142125553973059XN36160,2681,26295.66,100000.00 
794,53235650013160956PV13198,3583,8990.29,67000.00 
794,53256618006360529DB33978,1898,66734.88,180000.00 
794,53825929735490280JQ54690,1408,12739.3,300000.00 
79,53552668133259704KL55920,1245,11201.44,20000.00 
79,53842554502045979AW53798,1285,24537.11,1000000.00 
889,53864083241031529ZF32279,1280,22339.56,116347.00 
727,53788118857617437PL10330,17,28900,0.00 
878,53555620734520242QS43718,372,958.32,851111.00 
210,53924643234013962GK82844,2167,21653.76,589474.00 
136,53400666404050447AI90624,408,1308.39,968000.00 
784,53998422553680808NG48682,1632,593173.15,877360.00 
179,53369637541902082OA74523,814,34578.76,2000000.00 
537,53835389830222878EC28227,519,4090.75,100000.00 
424,53137348265964926JX20338,1006,26408.92,200000.00 
152,53989863664019387ST77804,414,3197.76,200000.00 
403,53758700501834659EX51647,1501,13824.94,3307200.00 
740,53533223173781657NZ45681,453,4322.18,200000.00 
794,53525739956761595DW31430,1521,4224.1,64680.00 
794,53119368394273388WV41929,1079,10339.79,100000.00 
794,53336142066703309HT30855,468,3053.81,100000.00 
794,53580457446768036AF72817,353,2327.54,100000.00 
794,53159329553831023WA97260,617,8168.47,100000.00 
794,53899341872594532IM24444,427,3562.79,100000.00 
727,53612068088170403FS94815,1144,13788.16,1000000.00 
885,53620319241586048EC39903,1933,13600.74,294000.00 
878,53239697865348627SV96815,4185,19960.83,50000.00 
758,53526229752760946GI28189,1636,7323.97,94737.00 
794,53486065666656893WO23926,1605,73403.88,290000.00 
794,53782240296450786LH63018,1011,48374.22,130000.00 
794,53144126619423976LW31085,632,3749.99,150000.00 
212,53790639127579056ZY90121,2526,17631.62,2579500.00 
424,53256217658431747PB47768,457,8279.89,200000.00 
537,53177430937584044GN29086,408,4241.37,200000.00 
537,53268180874323282SC81665,332,2021.1,100000.00 
765,53295734229444978KL36515,1101,15790.12,396954.00 
765,53510214338294216CY72870,1166,1216.61,82610.00 
765,53693435889677485OB81354,876,14660.62,270046.00 
737,53757730178267819CD67582,758,8063.07,200000.00 
737,53725145109406308JA31525,701,4849.89,110000.00 
725,53753544474859857CU53740,9,21600,0.00 
166,53292361115220814VV16411,62830,385962.28,3000000.00 
247,53328994331570877LP32472,1272,4718.41,2000000.00 
794,53787855088748340LX19960,1973,19040.06,100000.00 
794,53482648656207024TB10267,1180,8191.28,200000.00 
794,53450497645575193DG41425,1525,120345.16,2312500.00 
794,53588840026631933NO42781,990,9893.85,50000.00 
794,53661817950240402OH16368,663,4801.58,150000.00 
777,53901180906342870MQ66959,819,20260.17,100000.00 
299,53350038668180601JW57634,1401,26918.29,1000000.00 
766,53268055875303648FM60479,1805,26108.04,300000.00 
166,53623643901910801KD13873,1151,14900.72,150000.00 
290,53280169720345920EH32065,4936,33696.18,149485.00 
79,53680555011543378CL91358,2205,23941.99,80000.00 
794,53790033352592121OJ69801,739,4886.44,100000.00 
794,53295224343967316FU80769,823,5530.51,100000.00 
794,53725370677346921HA46365,458,2503.85,200000.00 
233,53641521517656970SN40387,387,2954.46,100000.00 
233,53313485949318786HX57900,422,2762.71,500000.00 
766,53874316961870944NL45056,2125,4751.89,0.00 
744,53184142603310402TN63690,1245,16947.05,550000.00 
537,53749978878291961PL42049,1743,12273.89,150000.00 
160,53863650684920917GI80090,37464,585609.86,3000000.00 
776,53372454072544156LF18098,1010,15647.57,93760.00 
776,53498948951950023MP69878,840,32563.02,127780.00 
160,53836311814790577HB31612,863,4303.44,90000.00 
179,53317267369408293UR30406,574,1991.46,100000.00 
166,53141157141053237TS76189,502,5362.58,90000.00 
426,53755852954346103TJ84088,10057,6302164.15,30000000.00 
794,53322402793853197TN62509,777,12795.43,100000.00 
899,53644669973505416XB58432,539,1446.06,2355000.00 
794,53134314590656284BO70604,1369,12220.14,320000.00 
794,53887123929421356RE84323,1709,19756.91,100000.00 
794,53870897730773693KY77941,1668,31356.89,80000.00 
794,53272765892644384EM29305,849,8383.28,60000.00 
794,53769937331706704IX97357,592,3746.22,150000.00 
794,53804292202583341ZQ13623,734,5028.9,100000.00 
966,53269548632014512PL46360,6083,36278.78,881833.00 
737,53914087472820199YZ82171,3568,20650.57,618556.00 
424,53217404231150666SK10549,2069,17289,300000.00 
424,53191716871335545RR81857,3517,28995.34,150000.00 
740,53105523392737581RX71625,2074,15097.51,100000.00 
424,53874513774051539AM30147,1175,6827.95,200000.00 
424,53229687548747812TW72987,901,5259.06,200000.00 
424,53166623422466794EQ99621,931,8586.17,200000.00 
134,53675985577202331YW68315,3788,5835.87,35510.00 
134,53916194351633197SM14998,3137,4826.14,67000.00 
745,53896100829068027CO61283,1571,7201.21,338200.00 
134,53758415769154553KG33222,711,5012.39,48101.00 
424,53399543957515018UL81680,1111,22302.88,150000.00 
152,53760355268719538OJ15249,817,12169.84,150000.00 
233,53574790115353515YR88382,5761,53964.63,1980000.00 
233,53257066451258257MC78492,833,16568.32,100000.00 
537,53994292608274758LK35804,707,10071.56,100000.00 
537,53839472944651271IZ91547,601,7913.35,150000.00 
233,53703367765860490SA58997,1176,5330.04,1560000.00 
179,53416833665826507VM37227,21190,643746.44,5000000.00 
131,53144980077485999JA82696,1953,4098.88,220000.00 
131,53556894075578534DR73379,1456,6199.87,110000.00 
131,53158063191154716CR51897,1250,2630.88,110000.00 
794,53294744501213032VY38619,879,29238.61,150000.00 
794,53139206536746120UG86017,656,5110.97,50000.00 
794,53493898380480882VW75042,607,5216.56,120000.00 
721,53908402080672142JN94618,1251,4353.04,0.00 
794,53118642064469456DD95103,867,10415.82,300000.00 
754,53345639732033069EB33840,5440,5045.22,136500.00 
721,53733807853064224FK75347,2419,44284.34,3900000.00 
537,53630245561903824QH85575,1734,11405.26,150000.00 
537,53982002027454477BN81939,1196,8003.61,100000.00 
146,53748616237334184HM13465,1620,23347.86,334536.00 
541,53371116796541503OW29080,643,7594.71,100000.00 
424,53259264191086924VN87564,1004,8888.02,200000.00 
424,53910603943386568IJ62704,1340,21126.68,200000.00 
424,53850592328423206IS91786,465,2879.35,200000.00 
794,53397258828778097WT23600,821,11035.16,90000.00 
424,53435716488021145CE64496,909,4728.72,150000.00 
424,53570599638065260CQ56193,315,1887.12,200000.00 
424,53436959411775633ZC23706,1772,60858.75,200000.00 
424,53602873090044165MX94688,350,2360.22,200000.00 
794,53532686685538038CI85981,356,3235.64,50000.00 
424,53253940597280539ZD79586,283,1787.51,200000.00 
299,53259077239717903PB61196,32254,419680.62,2000000.00 
745,53533571233851974QS19681,1773,36755.35,0.00 
794,53449415653218773RW75941,480,8083.74,100000.00 
719,53129767842718727WJ44046,1074,2870.01,500000.00 
358,53503759118044297TH27315,12,18000,0.00 
299,53303395578273405FX24996,55,81883.9,0.00 
302,53373339982201243MA59242,1800,13643.47,147000.00 
433,53155103690230751DQ92788,1419,2605.4,179200.00 
152,53149492129280466UY13249,2196,16074.96,150000.00 
776,53440139968448993BY13958,1140,13556.8,103970.00 
140,53928912496713432BD32263,1559,15727.14,2000000.00 
794,53726050636478839US56882,1257,12919.51,100000.00 
794,53702272843630790ID10438,850,2604.88,628889.00 
794,53696462098824227GA80424,1664,14674.87,80000.00 
888,53490278020902187IQ72056,16,25600,0.00 
82,53288483825012817AB81538,2108,7565.65,5000000.00 
424,53848169759244513PI87982,2771,19274.66,200000.00 
233,53270403416918939HY27535,1512,9052.5,200000.00 
402,53185940811741996JM11165,1042,4311.22,1000000.00 
745,53551432500702175LX16596,569,4156.24,20366.00 
292,53326584752371110BS27442,1556,3112.57,50400.00 
537,53914341561996238QD46110,603,3401.1,200000.00 
504,53825017980230632ZZ90252,4219,18927.02,1381555.00 
794,53984578603688500NR11017,815,8458.1,170000.00 
794,53972051369538033WS25806,570,3679.59,100000.00 
794,53812832886164877SB69619,541,5087.54,100000.00 
794,53865099694086649CJ13810,454,3063.6,90000.00 
794,53493138598896925UT50733,634,35205.3,170000.00 
134,53584577229567285LC45536,1337,3265.28,111618.00 
737,53118419906083737DR86356,586,4017.11,1000000.00 
299,53232763614807502VG50048,1513,22666.74,600000.00 
818,53177444778359494ZQ35820,882,16559.71,79650.00 
528,53736944704048307SS90451,1155,6167.55,201700.00 
79,53631807362615533YG86712,659,6106.63,20000.00 
79,53373445942081808LX56315,540,5235.44,30000.00 
424,53622163334032564WG16779,4681,47653.77,200000.00 
424,53483147042706848WY50181,3903,34582.43,200000.00 
424,53801640330807663RI54077,2262,16085.97,100000.00 
424,53508752057865433MP19530,1616,11740.01,400000.00 
545,53366755491536902PW13075,1673,23659.94,100000.00 
784,53642858480280635LG10758,868,43578.84,451550.00 
745,53860537667765415UW82765,5525,50202.55,79445.00 
174,53380307571931049HJ49635,1609,6410.23,9669.00 
150,53310773631380507AL86228,692,2791.94,8041.00 
859,53191058009706301SX80188,824,6504.2,600000.00 
888,53154193304168748KL24686,1180,13120.26,300000.00 
888,53904944241548401CG40526,631,4043.55,100000.00 
497,53696818015951189BL77708,894,9726.21,100000.00 
827,53313828340024318KT48901,4228,6970.89,135956.00 
345,53947959325479394BJ41071,3099,47843.11,220000.00 
794,53386900376646573DW96354,830,8603.63,120000.00 
765,53742009982323891JR50594,1735,6036.53,582474.00 
327,53188107327380867EW96722,1375,16442.3,2182222.00 
763,53988669991476686EK97270,1133,7071.72,5250000.00 
776,53760900606450040HN39163,858,17543.82,101180.00 
794,53532525765570057SH10939,995,8474.99,90000.00 
794,53418079618886787VG35994,1063,20152.6,425531.00 
794,53371720559207699SI24339,686,4592.61,150000.00 
497,53942548062443086XR69559,768,8323.65,100000.00 
79,53113500957528566OO29198,719,7495.21,25000.00 
737,53636612049851116VO17781,1235,24023.22,50000.00 
736,53324918950576567EX25985,2658,5041.91,797778.00 
134,53980284150506753YE14383,532,6942.87,180000.00 
749,53768368798721511RP41186,2659,3811.27,12641.00 
212,53584971344429833PY95143,15815,79202.24,999900.00 
212,53566929515191422IE90147,453,3397.33,42120.00 
794,53508849849438945FB96005,2760,29044.26,150000.00 
794,53117075553324534BM72145,2186,17737.4,50000.00 
307,53182326419550536GL44390,2157,94126.87,1815000.00 
79,53110244655722982FL49159,1071,7464.35,25000.00 
794,53505477682886946TP16281,1829,32089,150000.00 
765,53207602392371650ZJ18602,827,5084.6,200000.00 
424,53324152731750187SL10306,2352,14634.69,200000.00 
468,53554833665058010ZQ36690,4731,30594.26,801900.00 
725,53484398459986141KJ37173,4949,6131.4,279991.00 
737,53370633613320170YH73005,3425,17113.05,1628920.00 
233,53760150093782063CR53811,6356,51268.7,200000.00 
233,53798365196627420LZ43121,4628,35755.03,50000.00 
233,53457095974322115EN96432,3355,31919.97,100000.00 
79,53801728523106934WK34616,2634,21112.97,30000.00 
794,53660852826172316PU54025,2081,31165.1,190000.00 
878,53456008320237662XC95663,2396,14752.26,2000000.00 
923,53856781678809228KF92120,7741,58142.84,525000.00 
888,53164683726464348GK45098,2470,32789.33,300000.00 
715,53147866939639079NK97202,5379,63955.01,1080000.00 
794,53157453478994989VV86046,1204,8825.98,190000.00 
794,53929300734763088ZO49931,1362,13352.08,80000.00 
794,53942065732540564CS50526,1159,58432.22,180000.00 
794,53460061480058807ZT69330,1128,8416.93,100000.00 
166,53520909582128404HU84152,3684,7495.4,311800.00 
794,53739534655546155WY21230,795,14321.19,150000.00 
794,53255630548639844VT16615,717,6297.57,100000.00 
794,53381087560129992IW91235,861,6906.06,50000.00 
497,53775524333538239NJ16145,1614,21582.11,100000.00 
888,53260394626127544TU21899,774,5372,100000.00 
414,53964026100543665IA97044,553,2957.04,30000.00 
737,53884788217426842HM63161,0,0,0.00 
794,53861899354989384LV97984,3129,29714.56,50000.00 
737,53486378491692621NW79303,2077,20072.49,150000.00 
210,53411598880332761SX51256,4674,38472.11,105000.00 
794,53332427832701143GG11659,1403,10068.35,200000.00 
794,53668914371058206CV69288,942,5543.27,130000.00 
134,53262960943195443MH41205,2624,9903.88,40000.00 
539,53370406872306621AT30894,883,3077.95,850000.00 
172,53209748815005571HR69974,771,9481.4,25000.00 
424,53266565604326954IB28855,3530,25989.58,100000.00 
424,53883785446155138OM77070,661,3654.32,300000.00 
424,53107162262081738VI12890,700,4417,250000.00 
424,53990554472219780BG20155,1184,15170.51,300000.00 
424,53404633630756919EI10705,1690,30331.54,200000.00 
152,53618485895858461LF41652,674,4712.11,50000.00 
424,53969466463279433DD51605,3306,27796.29,100000.00 
776,53311204434671654QR40506,2594,15108.63,97850.00 
776,53678168422743320XR52496,2046,13922.78,101610.00 
784,53597586107844311YJ29916,2788,26874.72,194150.00 
737,53706219288277533FG42246,658,5316.09,100000.00 
737,53844846666653549QG28716,431,2817.06,100000.00 
737,53827380401525455VR25070,448,5289.65,220000.00 
725,53123247464462133NI66326,5387,35775.6,43111.00 
737,53774505765298088GN96036,2333,28599.6,300000.00 
737,53447571864908240YU86462,1553,13294.3,200000.00 
737,53598754072981094FJ31685,1520,16085.43,200000.00 
737,53720783199794930EY67250,920,8926.53,100000.00 
413,53463330900782774HK35045,730,5661.17,300000.00 
737,53128383124088998US43776,879,8234.76,200000.00 
537,53943990224983286EP39963,510,2611.24,150000.00 
266,53803625791517720XX89898,446,3417.54,134900.00 
766,53894511377350321KQ55797,2128,10536.38,70244.00 
878,53135605886092390NR42553,1240,55521.41,500000.00 
403,53251066331943606XK46811,2588,25486.63,3000000.00 
794,53925451144564766NP37284,5678,42140.58,302500.00 
794,53436572483741838TX22536,1815,25698.73,150000.00 
166,53948364489248178SM14425,3057,127357.26,300000.00 
79,53195813310028074YY95816,2166,15169.08,30000.00 
79,53796444108027885AN72190,1410,8424.67,25000.00 
888,53799309992192285CJ14772,1190,6749.97,200000.00 
765,53926494801029368PZ21706,1031,4623.14,200000.00 
166,53643580458652767GO26190,908,4292.82,100000.00 
166,53246319555395480EF58885,784,5917.71,80000.00 
166,53894597809576426GE77444,962,18003.4,100000.00 
134,53351565233934614SI33817,4993,27077.83,243000.00 
749,53808990986479558LA52813,6703,28873.63,200750.00 
765,53453330736348507MQ49456,6115,55974.83,300000.00 
766,53589183602656293ZT94488,3441,13001.22,17256.00 
329,53550150675389089EV33515,3775,25358.2,2075000.00 
794,53355655556260753IF93714,2870,20003.18,100000.00 
794,53292241821087627ZN21003,3540,26596.38,100000.00 
794,53929195093469302ZX72446,1699,11050.25,100000.00 
413,53823596366480744WI76052,1559,11041.63,100000.00 
727,53415439856186368VN23780,1320,9272.46,50000.00 
727,53441213700649668NI82389,5443,41267.33,5000000.00 
727,53986155192792481NO23025,1130,16437.51,300000.00 
469,53201512884038359JE15423,10005,130029.64,5000000.00 
794,53889057975532794QT52708,2778,26339.95,130000.00 
966,53892185831830384MP77447,3454,9033.59,280000.00 
966,53792179365879583VO31556,858,7347.61,500000.00 
424,53472399764575169CP74590,1115,14012.91,300000.00 
424,53304351656506968BO94940,1290,28231.68,200000.00 
794,53252790687831590DY98533,2159,57438.57,60000.00 
776,53141025432957404XD69188,2140,14654.12,103850.00 
776,53932871929338845ZS93845,4514,23951.02,100000.00 
776,53790852811284193PN20382,1229,1850.09,300000.00 
794,53545822659187192DP58932,776,4703.46,150000.00 
794,53669447056027444QG99275,681,7135.46,200000.00 
794,53587090768491566VA44450,4240,7095.26,200000.00 
727,53547795860994017MN84042,651,3457.41,120000.00 
727,53236951151632972QZ92251,596,3878.17,150000.00 
727,53615946761788376TT99908,3930,8419.01,1804126.00 
358,53840534680453109EE49351,4361,51709.68,202860.00 
136,53536835880739450QO48555,1049,7415,2000000.00 
745,53459274123356142NI59541,2829,24322.79,1663900.00 
888,53706117221615230US23495,927,7529.06,100000.00 
424,53843333007412533PC96548,3488,62103.03,200000.00 
776,53525388556674238CC79802,3793,5240.97,100950.00 
725,53865390744705254DR45530,2737,4924.58,204100.00 
737,53511796035705959YB20643,2819,15825.43,459425.00 
727,53576268452113708OD28910,1626,17275.54,100000.00 
727,53568727423282945BP44436,1747,13841.22,150000.00 
727,53706477817358653CP31734,1053,5914.1,100000.00 
727,53382158299446759JD95611,623,3304.16,150000.00 
727,53162933328827474AU28492,580,4580.72,100000.00 
727,53938819987619407ND77994,2137,27654.97,150000.00 
755,53961016944198343UN59835,3792,48819.19,460000.00 
794,53672016922606945YX61546,2222,13284.84,473182.00 
753,53161589781621990MV91710,1871,4670.06,600000.00 
233,53111053531678643HX83234,2354,16404.02,100000.00 
745,53519776253858161ZL79337,4444,15167.02,611110.00 
794,53854047262930259JO57183,1726,12057.66,120000.00 
794,53768873377082902ZR34383,914,4293.25,200000.00 
794,53347243853758823TP62156,1073,15744.89,150000.00 
471,53430747574313094KW83218,5136,34436.11,333333.00 
794,53163731576868056HK56515,1460,17779.81,200000.00 
853,53934605564593916BM34328,914,3945.51,106000.00 
923,53430771890092490RL81561,2642,15422.43,60316.00 
290,53258152481343097ZN45295,5607,30277.63,116340.00 
754,53518057555219271CA19142,5485,20335.83,1182316.00 
233,53399680546371155QT44252,3484,31836.93,300000.00 
233,53598144813124628NT45510,1075,7123.65,100000.00 
483,53515439190395688XD86943,4593,43727.9,4502044.00 
483,53855577764613226ME96247,2295,1286.27,981111.00 
424,53778951715058281ER52996,5251,28797.09,300000.00 
424,53618145550079065KH39325,699,3997.28,300000.00 
424,53543128653107799SQ16222,660,4404.09,300000.00 
424,53682159006494760AO21110,507,2129.4,200000.00 
152,53773409551525396DC21469,953,7726.83,150000.00 
152,53682209848973778AS15126,631,4417.81,200000.00 
752,53904789655055931FA61136,418,7120.26,100000.00 
888,53754329647004511VS50662,1602,4680.04,1500000.00 
413,53673857478516716FF16462,2526,26064.51,50000.00 
777,53776439430325034HT12345,1199,62999.09,100000.00 
794,53349851312695718CW73065,510,2310.14,150000.00 
794,53575517733199533CA97979,448,2068.08,200000.00 
725,53952953014444259TP73445,2127,2677.76,26420.00 
765,53610954562039448BE33969,457,3239.26,200000.00 
765,53190542634715752YQ16298,11453,81551.59,667556.00 
737,53457744689930016IP18206,351,3322.52,100000.00 
228,53491156360207789IF18603,168,45674.69,3367297.00 
737,53125282504069082WC10073,138913,2526697.74,10111111.00 
272,53115951836240838SL99107,0,0,680000.00 
272,53750180196584654GW56854,1,0.01,675700.00 
755,53495539567396737GF33244,22060,408322.33,4300000.00 
794,53168122328946930AJ89579,12701,211584.85,600000.00 
722,53477503024374080WI20514,2317,153214.89,328856.00 
265,53578147237724480HK15305,4585,108142.36,160000.00 
160,53755875295942980VB43497,1631,8948.33,300000.00 
776,53364362514284256NY41497,1156,11222.96,2010000.00 
776,53243191528963676YG24439,720,2303.89,200000.00 
160,53915183647799397BP87076,704,4487.61,50000.00 
727,53191615931516106YX54784,210,6191.04,150000.00 
233,53874597653418060HZ67174,1230,7634.81,100000.00 
160,53501345689151631ZR75779,389,2701.89,50000.00 
79,53923883851792357NI37040,740,5027.58,25000.00 
727,53381021649196414MQ62257,180,1791.45,100000.00 
756,53775289681690618DR81861,389,2581.33,204000.00 
79,53511307020379532KO86566,911,6169.38,30000.00 
769,53572067946497196NZ30483,1749,24675.66,1296000.00 
953,53609928036231625AT97651,258,1594.5,3300.00 
727,53299588017764068OG49428,282,3016.92,100000.00 
329,53121804791989989IR42855,871,12723.13,400000.00 
727,53102956351744936HR39388,735,5967.77,100000.00 
727,53577809887093224WC35531,20156,111049.92,1047200.00 
827,53597630786088765IS83959,7929,190143.74,375556.00 
113,53608359999307379CD28744,117,811.08,2600000.00 
113,53802896426918083EM40303,85,585.85,137700.00 
777,53427162938587726KB35314,1062,27682.24,555555.00 
272,53328663977223910TS82232,6823,72874.95,618000.00 
737,53704801675360410AI30208,7640,412651.77,3528000.00 
794,53810232291514987JO50237,1550,65034.43,3000000.00 
255,53582329775909855PI80066,689,1214.24,1595000.00 
79,53858147328069561FG40003,218,32683.51,1447524.00 
287,53343679742808596VX53355,13388,1015121.16,15333333.00 
727,53251697001338051SK50121,2448,62123.07,800000.00 
737,53937633487291941AS41664,1753,10906.06,202632.00 
727,53433358224761269HN99093,10739,221494.56,2000000.00 
727,53594962507273622KB19190,126770,14873843.09,20000000.00 
777,53493946262673831LF57706,252,2222.83,2632978.00 
287,53743844505319133NV86221,20537,2887248.07,14550000.00 
281,53122603338136396OV47478,16719,377619.3,1320000.00 
287,53295433862518584GC56540,520,23160.51,500000.00 
497,53845657404473715NV50520,3926,50051.48,50000.00 
497,53266670708199097AX80663,696,4532.34,100000.00 
765,53953540628867220VD37976,49000,9008844.82,9000000.00 
765,53796951015023547JN30459,11143,6607903.33,7000000.00 
737,53828700837389904SR29172,8396,168263.64,1000000.00 
737,53525053847994695GP40932,198,7629.4,500000.00 
745,53818232971769196SY85834,1542,15565.82,50000.00 
228,53295692644565816UU33374,2611,275258.24,800000.00 
737,53574015157497250UC56124,2240,27308.18,72165.00 
737,53405513371607740UN46876,113592,1374559.04,3552500.00 
737,53489796984280897RR80027,262,2481.99,100000.00 
755,53666989623173903OY21611,435,5869.11,300000.00 
160,53850292136458623RG60727,649,3055.29,50000.00 
737,53139697492185617SQ73282,490,3433.24,150000.00 
737,53471383700402475MF29943,424,2207.76,150000.00 
794,53679184467255379PI63027,1492,51866.81,2310000.00 
727,53314763621072010FF87250,1304,25154.98,44459.00 
212,53444691970402401HW20433,24048,162313.81,3300000.00 
233,53811246566951418ON73426,572,2083.29,200000.00 
476,53770748345335033XZ63923,987,13211.83,307313.00 
749,53366583932385508TG60320,386,3679.58,101500.00 
299,53996691403509068GU28305,534,1765.79,1000000.00 
766,53622043357532580SL76544,11800,104027.55,216082.00 
756,53877741981496133QM86701,991,4281.36,204000.00 
727,53376579933044965UW46748,1079,5474.79,150000.00 
424,53510137103460626SJ41085,1245,21728.4,200000.00 
727,53120878711578698UE99784,1316,25492.05,200000.00 
136,53736897948780938CV32722,742,23384.25,499840.00 
136,53261527029210171IN28731,553,3472.09,720720.00 
751,53940385478482630YD12863,654,52485.33,52323.00 
745,53729842285355480YU16995,0,0,194300.00 
794,53427641664921859DP42893,1863,9166.17,100000.00 
747,53191997566028377SI62248,1203,5234.75,5233.00 
754,53147884323275870JX27914,438,12684.46,210527.00 
754,53454877540105632VU15398,701,44106.78,89527.00 
769,53805640293597113CD39380,3088,110968.12,203870.00 
