Fund_id,Project_id,Donor_num,Cum_amount,Target_amount
370,53920737107713385DY10304,1422,42642.73,265000.00 
731,53961065795307387GR76972,517,8368.73,5093684.00 
766,53895804525673124EV43664,8285,107100.34,2400000.00 
766,53645381723916015QV32908,4748,37587.88,327128.00 
370,53685672545797210LV23634,6035,261864.48,1000000.00 
745,53657446247003351SP99409,555,4544.34,110556.00 
769,53275033233797161MI98012,1175,12059.93,1489180.00 
794,53533718583067640DJ80447,435,7962.13,200000.00 
794,53675000175556008AS61180,915,11374.83,190000.00 
794,53356686395488416KR48225,25665,590769.62,1659297.00 
424,53840129068670616KS22643,1414,9525.81,100000.00 
79,53298588944526203IT27605,3207,30000,30000.00 
492,53248095317683358VX95209,1166,28394.8,520000.00 
292,53500422332461584EY66930,1085,50959.81,101500.00 
150,53426044941751058ZZ42794,1756,15472.78,247554.00 
262,53950365607659602XY50221,793,33677.88,95920.00 
150,53179606602431630VA92033,1768,15451.92,242444.00 
737,53150495099751841YJ95416,22034,299856.94,2000000.00 
152,53671573714030917NI81289,123091,4518891.36,10600000.00 
766,53253271787083569AP39646,59913,1648670.93,3000000.00 
218,53995221224868893RE89363,75551,4331080.15,6783894.20 
737,53619604247629117RU31312,62516,935891.5,1500000.00 
200,53115720703842275RG51855,75451,1174910.24,3960000.00 
299,53765806642418119EJ66434,503,2981.04,105000.00 
537,53431814987888021JQ43059,367,1623.91,100000.00 
160,53431512610183295XH87007,377,2517.6,60000.00 
727,53670640686955809ZL49984,346,3220,600000.00 
160,53178238380190669WK89237,357,3601.35,60000.00 
737,53132065438770684PF31597,466,1799.57,150000.00 
737,53310289680958698ZZ46717,354,2211.19,150000.00 
747,53584805699906985WC56915,427,4177.44,5255.00 
744,53320603313288378SG10384,6712,166548.51,261010.00 
794,53913071584325543GZ22288,1374,7320.19,150000.00 
747,53828676309802850KM39017,3626,30305.15,63555.00 
73,53770564752125887XZ44556,643,2917.83,100000.00 
79,53387843317194292EG57624,84,558.36,5500000.00 
794,53613248878022161LM58211,1286,6420.3,150000.00 
228,53898043631874155LS28869,2725,510172.46,0.00 
794,53988171984473583KM52808,1903,45943.69,150000.00 
421,53939817660406004AU89602,6055,76156.96,500000.00 
756,53113174686133997HS84565,295,1645.79,110000.00 
737,53180011794822519QY87560,1039,52427.73,1500000.00 
346,53141012361395567SI38115,60843,403888.47,1560000.00 
766,53347005796973795NR99347,2001,44593,109891.00 
550,53953461952146480TH48246,73451,2485421.31,5000000.00 
737,53789819189459305JG78330,7318,596767.92,999980.00 
727,53352779701455972NT65327,1240,41601.38,1000000.00 
256,53948346750289344PO17952,547,1101.41,1120000.00 
958,53938147168385911DM41006,81458,231584.66,997000.00 
737,53135745795029832UR19934,598,2764.84,200000.00 
737,53836855135485877CT56920,434,1753.38,30000.00 
737,53146581455500758MR23087,832,10523.41,300000.00 
737,53567557400166212KY41594,245,1379.3,200000.00 
299,53367079217468577EL38452,258,822.88,737935.00 
737,53155902361001839VH16898,674,7831.96,300000.00 
262,53302578323295228RB44644,913,3528.39,500000.00 
737,53973561546872663OQ35565,235,12428.3,12372.00 
794,53139072705535104RE53390,3760,68712.38,190000.00 
794,53583174313458399BR62657,946,33351.81,1322348.00 
737,53103201924818677OU84467,7056,475619.24,844000.00 
737,53251834251644987OJ12942,5219,536078.88,1235075.80 
303,53919274436201156YH97757,7082,68969.48,500000.00 
858,53811118683514152YS25055,997,6182,200000.00 
737,53567990223949333SQ74490,276,1254.87,300000.00 
894,53730356764809147HN55611,750,10467.87,500000.00 
737,53384823964971580XK71086,1628,10569.64,100000.00 
142,53477577816140202SS96594,1603,72664.58,2000000.00 
737,53352135175655638PM14107,500,2911.98,100000.00 
727,53194459546527142AD32793,337,3174.8,150000.00 
79,53726334153607624XV81196,1074,5763.13,30000.00 
756,53142260811839170NQ95319,893,9905.85,106000.00 
727,53664654846403607YL90802,768,8260.82,200000.00 
737,53502665645188411WM29023,466,1973.23,200000.00 
727,53472356290466052DE35268,751,7953.79,200000.00 
737,53266969469781522AP95609,3071,23002.71,100000.00 
737,53352496382160572LK89482,282,2557.85,300000.00 
424,53372786352714650KP43416,388,2521.49,200000.00 
233,53992516386253663QI94300,369,7292.69,10480.00 
754,53622642571439348TT98849,1377,5556,5556.00 
160,53568077662883700WD83719,396,2261.49,60000.00 
737,53280006631789168MN80317,300,7300.14,350000.00 
737,53488457081864883NK44086,201,1225.62,200000.00 
737,53475884790652162KN56481,208,736.19,300000.00 
233,53890681198364592DN15241,396,2464.34,200000.00 
737,53531915824958318IH15491,673,3179.02,100000.00 
79,53580993156483286MJ21627,830,6646.06,30000.00 
794,53858224989475420VB25522,836,11898.8,100000.00 
160,53632178329761188RT24930,406,1495.28,50000.00 
737,53534355082684768TP87705,269,1297.52,300000.00 
160,53519983886028954IM75501,414,4484.17,50000.00 
737,53999359419137360GJ25121,335,6050,200000.00 
737,53868062561741177GG34884,308,3772.12,300000.00 
79,53688896239710666DQ47780,494,2445.75,30000.00 
727,53572732936783141ZM81839,964,5587.21,200000.00 
794,53371982513175674AY52380,483,5613.02,206800.00 
737,53842664102291343FM25811,528,5604.12,200000.00 
794,53308243169198397XH72707,749,19262.06,100000.00 
756,53566936255564097OR97375,832,10156.9,106000.00 
737,53502249958382884PX28819,151,548.75,200000.00 
566,53926705345179907TN39796,681,8646.85,300000.00 
475,53110018815275070GR85771,112,854.43,200000.00 
784,53279836164609685XH62782,1202,64550.12,561000.00 
737,53814979690593020LG15229,245,2998.61,200000.00 
183,53872643190469858GW96905,429,2796.57,2000000.00 
766,53231658143545229MD90539,1967,45115.59,2100000.00 
308,53240413842531002BK93019,8433,72302.73,862400.00 
79,53948204809400434UH20727,985,25000.58,25000.00 
727,53985755943925170LZ29700,1350,9249.51,100000.00 
160,53999114686209716QQ37802,385,4798.29,100000.00 
497,53339696538849157PY42272,422,1816.92,200000.00 
136,53623286321749521CJ38508,36648,506766.9,660000.00 
727,53905272819665486IT64783,355,4730.23,200000.00 
727,53585190259734221OE22112,628,4954.67,100000.00 
737,53321156182943894RP38720,579,15610.47,30000.00 
725,53743257590787273QK44070,2579,3681,7830.00 
285,53870015884616412MD49967,330,7829.46,319200.00 
285,53831802681505384UD89197,186,3815.71,500000.00 
285,53443593940506261TQ39995,278,4386.7,200000.00 
136,53108742289640329UC64254,1470,46032.2,330000.00 
784,53179301236003618SW29740,369,2259.08,3033800.00 
285,53593902925752292VG39368,191,4255.85,190500.00 
953,53639426574936328LS16136,1285,11000,11000.00 
424,53113017715528003VB19870,939,9650.22,200000.00 
424,53338925261092635TE51614,527,3518.95,100000.00 
737,53380704774283118HM53915,3384,15381,22680.00 
794,53434131796611824DA50534,383,1226.13,190000.00 
88,53375593181428654BS53943,184,2174.92,50723.00 
737,53146053596599523FG20467,497,2423.62,420000.00 
737,53339392417977884XB95434,56970,1424739.74,3040000.00 
737,53976354077510494PR66728,9826,6335.04,525000.00 
784,53335304400054237EK76768,422,4097.69,334884.00 
529,53862891743006294SF46505,1890,35056.64,35000.00 
539,53473956477210119EL11467,4959,160259.02,600000.00 
424,53131027425471302TM94230,530,50719.9,150000.00 
888,53942175075929623JO28042,1389,13163.66,100000.00 
794,53563029281182649OR41566,224,1344.68,150000.00 
233,53820911785928379YT84888,1457,27395.17,200000.00 
776,53468064232534989FM93526,568,10935.53,635000.00 
721,53632665332938873MT53183,15097,528842.04,0.00 
550,53495368266925752ZW73371,652,4197.18,500000.00 
79,53700323119289616LF33794,594,5333.42,20000.00 
727,53798886232942107CG86051,527,2793.88,100000.00 
747,53637507700973618WH86287,458,4047.78,4666.00 
233,53191236081359939AQ72983,739,3260.23,100000.00 
747,53965739654605047JG91225,558,4814.25,100000.00 
160,53506327035385050PV76183,227,977.35,60000.00 
747,53661144507615802QE78017,4365,21899.66,35555.00 
747,53549101172204530DI80510,765,6996.5,100000.00 
953,53896435218614008SX62906,863,16119.94,422400.00 
747,53221978751008910BE91906,586,6135.77,6866.00 
777,53227406421690172TQ35352,2135,54230.42,100000.00 
727,53162867608466400EY77054,383,917.79,1105555.00 
737,53717152152690093SA51887,11665,325460.77,4280000.00 
500,53929325364292569RD70646,44522,275216.06,2000000.00 
413,53502751560745066WE18602,2140,11701,50000.00 
749,53981020654722839RZ53811,14107,228012.58,1000181.00 
727,53769548422105564NW58580,383,2859.26,100000.00 
727,53404323071747672DG88592,386,2345.35,100000.00 
747,53305597756364137OP26559,331,2023.51,7000.00 
497,53180491609077910QV38915,541,26087.62,100000.00 
823,53215679654133594WO10270,445,7023.65,51665.00 
160,53710300219200170EZ42635,211,1421.46,50000.00 
160,53753382756315249DJ64396,206,2088.05,60000.00 
737,53618625613520261LZ51111,4887,523576.29,4667222.00 
160,53597473757134298TO57663,77219,1835516.07,7894700.00 
737,53355460890190072GB20320,99030,1314097.17,15300000.00 
737,53139425426240648PZ45651,3786,16194.3,2000000.00 
435,53576123152402402QL43702,828,7840.45,1000000.00 
737,53964039133550653LA88937,22260,1346586.49,8000000.00 
727,53326144769136456ZZ43287,353,3467.78,100000.00 
888,53404387695324824LY32269,3913,32470.54,120000.00 
794,53341353939094999NS94889,345,5606.93,80000.00 
737,53770754904433355OD57287,276,700.72,300000.00 
737,53869189773825581SS19332,669,7712.36,100000.00 
402,53835690211047989AY43135,815,9015.38,200000.00 
537,53704243467140998AO23399,711,4903.91,100000.00 
537,53175524397079874ZH61811,358,2656.27,150000.00 
537,53345426688708854GC32511,978,10023,100000.00 
537,53862525497315003XS38019,1694,22467.2,200000.00 
537,53216503125038117NG95889,609,3309.53,150000.00 
299,53781715758765299XV12784,2806,20479.51,48388.00 
812,53777034330022624ID86544,1559,32970.14,96000.00 
233,53667302458665444PY75209,438,4212.22,300000.00 
233,53405855222182121ZC41082,1206,16920.83,300000.00 
747,53611522559414974OS73556,639,3974.58,100000.00 
747,53206967348491461NJ16583,370,2300.47,81408.00 
747,53894775839772173AW45999,610,3485.85,100000.00 
755,53895695634297693PD66817,6259,102662.17,1000000.00 
755,53942426745360966KX19448,564,8022.84,2000000.00 
407,53990263956033158RA42413,327,15048.68,600000.00 
740,53478490640312467JP30780,32556,328417.38,500000.00 
407,53119627068630051SR95136,94,4754.86,600000.00 
435,53154019220802719OG81307,605,7347.62,900000.00 
435,53495817457083244BA82122,556,22963.38,1000000.00 
749,53607862046426770BF64630,1293,80730,80730.00 
794,53400956135707567FC20327,732,43912.59,43260.00 
413,53599529918735137SD17144,174,253.18,108667.00 
766,53703794078946957PM22681,3314,153412.92,1000000.00 
756,53577307471595749FP79355,554,23851.45,102000.00 
79,53201446279090032FG70649,776,27356.67,40000.00 
794,53571689301744392DK47280,926,8178.93,2222000.00 
566,53138512117037588WS39716,750,7086.36,100000.00 
721,53206316384861850JC41287,72218,1975286.98,38500000.00 
79,53185301376606438VM82175,1106,21534.03,40000.00 
424,53230041763394871SQ47986,1366,31527.08,200000.00 
424,53722118435818386LQ87737,1541,11348.07,300000.00 
424,53578616909245277GO27901,1037,8856.58,100000.00 
794,53680478353972328CA58326,2221,60598.52,200000.00 
727,53703494989417928OR33390,979,3907.65,100000.00 
737,53399758145099838HW58149,419,6627.59,500000.00 
794,53767930293462870UO99228,122148,4179580.38,10985959.00 
722,53453643523826200UG36001,416,4790.64,550000.00 
727,53701697541660668RH76253,1157,18249.94,46111.00 
747,53172163444810735KK99567,909,7981.57,61333.00 
301,53826857798033491HC43609,1108,6507.44,800000.00 
134,53182719587598082EA73896,461,17715.81,425200.00 
722,53940474549648925WL33124,1088,13797.77,200000.00 
483,53109465989443289TC63517,2251,70919.46,166303.00 
749,53975354825630946SJ14534,455,13444.78,300000.00 
740,53250652312708622EY50729,2224,18653.64,300000.00 
737,53690231711191746QM76464,503,4138.24,300000.00 
424,53521567148075063XB30712,664,6290.49,200000.00 
333,53103984647879181YM10259,4052,107064.63,320000.00 
794,53949470422583628NG80391,3624,96614.43,375000.00 
166,53936178560824420QP43106,1628,8371.78,105200.00 
745,53746680142338427NA50620,1841,9632.5,253380.00 
166,53983614582904022KZ25935,5152,241392.77,420263.00 
762,53972663602729622TC88995,820,17671.88,45255.00 
79,53639837907588555SR74079,899,11034.46,188501.00 
166,53742140582434662SO28631,1996,17970.44,50000.00 
727,53642941946026558DZ94555,1421,26424.51,100000.00 
298,53232959424171439NZ96146,380,5171.95,60000.00 
299,53932083938340141CY19694,328,1265.8,100000.00 
794,53776283106080088BI46400,776,2484.82,60000.00 
794,53702757694269426XT68009,1761,47811.24,100000.00 
953,53553634779750410MS63383,643,5539.95,5500.00 
727,53172265906857183TN40787,968,7308.59,7783.00 
737,53225557898683352BK91098,322,5054.57,150000.00 
737,53256583311659841MR55244,2268,31234.19,200000.00 
160,53325301916951840ZR26787,1675,12187.92,300000.00 
737,53865700574954237KH99934,1339,30784.99,300000.00 
747,53983489798713977WZ30972,1482,15146.55,44866.00 
737,53260255574007765OS51871,164,1484.39,300000.00 
727,53193192513137722MR92253,300,3376.98,100000.00 
737,53357186932826486XY63475,373,3970.35,150000.00 
233,53337374476226391NP24282,203,1257.75,150000.00 
747,53610641594395720MH32647,1530,12464.74,100000.00 
737,53756097193960673YI72896,163,3311.52,300000.00 
152,53419892323509034UH86840,1197,21589.9,300000.00 
737,53338853232973471UP68730,753,7571.51,100000.00 
152,53428408015882543LR91007,778,6529.61,300000.00 
233,53572808133245180SN99949,235,1456.34,300000.00 
737,53133754862112777QF88051,520,8098.22,300000.00 
528,53390099568505419OP92581,2841,24438.25,162666.00 
764,53583422082281681JA32281,4814,176240.61,3000000.00 
725,53684092082023240DG87902,900,11075.23,69600.00 
776,53212270806474988MJ42445,404,1401.34,1228800.00 
140,53871552259042453HX21082,115301,3096547.14,15000000.00 
724,53219382239536790ID48918,138732,2863340.99,4900000.00 
737,53842605154195254FJ99567,2542,21510.58,21505.00 
79,53537472861581954KV96915,994,20000.89,20000.00 
533,53337600153245584WH29765,178,3463.77,1000000.00 
476,53363895999809327PB36011,5883,114433.07,301308.00 
766,53836290408756676HR61493,4553,322645.88,1253372.82 
727,53380534563361537EZ10072,2654,26113.59,2200000.00 
794,53500945709560064UW57539,814,8188.95,647977.00 
737,53994664967820030PA68431,990,5560.34,100000.00 
740,53151051727413515LO80989,220,1447.65,100000.00 
727,53518524661322801CT39461,404,4234.59,100000.00 
79,53434274176302900RA83718,706,5856.99,10000.00 
727,53956844747515481OV43265,234,1433.67,200000.00 
307,53621234545173076XW82470,437,11184.69,200000.00 
202,53917540213057688JE22825,0,0,600000.00 
794,53485364460390431LL70763,24387,1177114.13,3000000.00 
79,53851636048933915KH45066,1842,20205.57,20000.00 
191,53503489986703107KQ77472,519,14526.02,14526.00 
79,53382247301010824BV23383,2422,25018.93,25000.00 
166,53777119449329884YT33186,809,15267.97,490000.00 
233,53291388852701090FE83176,43502,199175.95,5000000.00 
299,53764547514038365RS71738,680,5932.8,105000.00 
233,53208076564999690TD48211,600,6536.17,200000.00 
747,53115792127514519AT46261,527,4505.13,100000.00 
737,53201172723175953CE37717,721,4312.91,150000.00 
737,53710943785903532KB56341,229,1189.05,150000.00 
265,53753816798165857FB42476,3544,195523.05,300000.00 
719,53877065986699538XU59503,12646,220081.84,288330.00 
528,53391821608495221JL61814,6388,213354.29,213333.00 
719,53201331941021505MS55571,783747,7354130.37,0.00 
737,53361465923738677LZ45413,1654,61721.1,450000.00 
756,53293796093401916MZ67926,363,4485.54,102000.00 
737,53644722746804372DU14635,443,2263.41,150000.00 
737,53914048320611850GS73811,876,7991.37,309000.00 
737,53806709578673443UH41319,261,1258.52,150000.00 
299,53656836105193099AB34096,688,3434.35,1000000.00 
794,53857227795179307SX16794,545,3335.15,295000.00 
756,53789781265490907RL72540,224,1005.35,204000.00 
79,53967883938723025WE59482,449,7738.72,25000.00 
183,53992056046562001SH44033,341,2099.32,2009900.00 
79,53505412231979492BZ20676,1411,25012,25000.00 
853,53501939035850404GK37589,627,4464.03,200000.00 
79,53326897513749103CY53003,47475,787860.78,1000000.00 
727,53751220176924496JB18885,157,533481.94,1000000.00 
794,53630543704151891NF99916,1463,32813.18,150000.00 
951,53734848558046487GE51462,1204,9264.39,1000000.00 
794,53769687173360975XA82269,600,14628.21,100000.00 
766,53824017734559914OS40662,2000,59863.73,533778.00 
794,53821831375493304BY10306,3011,183342.86,461890.00 
821,53900741767165935GG34258,2033,17828.27,500000.00 
737,53930687062304008ZP69500,3074,15799.44,300000.00 
754,53685974563983763JY56033,16135,284079.69,535926.00 
756,53146707815260383XI46371,312,2461.55,51000.00 
756,53749479337525058NE93895,1077,8941.12,204000.00 
756,53977694741368607AW53326,641,1711.93,102000.00 
794,53239256701418926BW71683,726,6312.88,100000.00 
888,53223605574103474DS85812,404,2700.56,200000.00 
794,53619419167114175HT89036,590,4137.04,250000.00 
794,53962797195872576QM40392,618,2815.32,100000.00 
113,53232058349222625SS74903,158,3415.97,2161656.00 
113,53766106762047212JX73155,616,16544.35,2030190.00 
299,53274522453108541OG85519,105572,2448444.36,6000000.00 
794,53321156623175088WG37636,1429,8729.05,150000.00 
765,53130445694124129SM89885,1760,12499.1,300000.00 
424,53143884026273330XC43224,2726,18366.69,200000.00 
233,53294635413673616TX51318,108,405.92,300000.00 
794,53223340888855788OV81612,718,53347.06,180000.00 
794,53681985462201512AJ24902,274,1354.87,150000.00 
307,53636484243527909ZA18991,805,30530.45,215000.00 
465,53849619668459439TQ59137,6995,91240.89,6158600.00 
412,53135996395454387ZW90146,637,14443.15,5368421.00 
160,53893578325741979NJ20370,49545,2247596.45,6000000.00 
299,53120060097961265CP40558,121,478.31,100000.00 
537,53221112546661343IK15099,1314,8706.5,200000.00 
727,53215196855051938FE45286,1712,18311.62,100000.00 
740,53363847485734583NH94188,751,4763.23,150000.00 
179,53710678732945855OT34779,11314,82638.18,8000000.00 
953,53180135381693552QE35183,680,5515.57,5500.00 
79,53935340004143168DE93706,1036,13929.63,30000.00 
747,53584481962039580RT39551,1694,11552.45,100000.00 
747,53364041485580285HE56730,1429,12467.72,44733.00 
160,53152351735135855OI84954,33620,3716568.4,8400000.00 
745,53207595541779997AB24220,2072,16959.66,205216.00 
737,53742235518220358ZV40523,408,3731.24,400000.00 
745,53191339758142139RG95919,14016,197161,0.00 
751,53829363071936823KG43121,440,10947.67,300000.00 
739,53397173505732881WF40386,1082,54155.98,0.00 
28,53408689439596838EI78560,68,408.35,400.00 
79,53404766614543435HP45649,329,15051.17,15000.00 
794,53137384267262594UX80194,1891,23249.29,190000.00 
794,53106259144205118AB84563,334,1640.6,200000.00 
794,53812237774907468VT75500,304,2285.93,190000.00 
402,53758192017942306EW14671,1008,5543.33,400000.00 
152,53780235449867616AN35245,1799,28213.12,200000.00 
737,53299347047711790ND22137,1343,7941.08,300000.00 
737,53544576289367166CY49793,242,2588.85,100000.00 
888,53855516642621897BN49791,1042,10816.03,1000000.00 
756,53109357580307056SF11338,776,10230.63,657182.00 
155,53189473882365186QT98508,3250,72734.68,157500.00 
737,53153853712548318RZ90543,384,2038.91,200000.00 
737,53856370705293130JY66283,381,1965.28,200000.00 
737,53366514425797722DG47437,844,15578.79,100000.00 
737,53146199873569125RL55170,584,12466.83,300000.00 
737,53347312497333990AJ96241,1991,16203.02,100000.00 
737,53928949211988723EI57138,129,541.57,200000.00 
737,53538299724247497UZ22259,153,544.52,200000.00 
737,53983255697691042ET50413,684,2785.13,100000.00 
737,53582342792699075TU29873,332,1583.81,100000.00 
737,53617900652803051IB14112,789,6359.65,100000.00 
737,53626363642404248RN92180,340,1104.46,100000.00 
737,53599165812610471BT32662,967,4137.68,300000.00 
737,53944394277636264NL73740,1041,10334.08,100000.00 
737,53880314049430818YI48449,1552,6018.35,200000.00 
737,53186390241487711QG54239,2625,16908.42,200000.00 
737,53488477826043222WO65910,1370,9680.32,300000.00 
737,53150480034672283AC70978,311,2037.35,300000.00 
737,53499583142819290QX38527,968,21756.38,300000.00 
737,53447008769041821HD37728,218,2299.49,200000.00 
424,53959599158465179OX51710,264,1278.97,300000.00 
424,53299759009281962LB82695,331,1953.3,200000.00 
765,53970648889497377NI63569,713,6831.34,200000.00 
727,53146723967157469BY96687,563,7205.72,100000.00 
233,53230728835509213JG34419,2410,10765.11,300000.00 
737,53203561868942444XR24841,2011,13738.88,300000.00 
737,53990990698089262PS70084,1337,6558.27,300000.00 
299,53374487463571498ES86895,172,996.99,100000.00 
79,53600801448399772YK89805,1936,16985.88,20000.00 
79,53837849718108225LO78506,659,9408.61,30000.00 
550,53668888708060721NA30966,344,2443.35,3850000.00 
747,53678100874243157BP29082,441,3904.09,100000.00 
736,53410820226690095LL47658,6964,502710.97,716194.00 
155,53950417433954884HJ59078,4835,120514.89,1450000.00 
174,53666513758098854OE69522,1318,5127.94,19800.00 
725,53320746280598720KA32432,9648,150846.25,150780.00 
794,53732647962448125BH51635,4933,63365.53,70000.00 
727,53461589744243719UR34123,167,3675.09,100000.00 
756,53892001675088318LG39705,759,4811.94,51000.00 
299,53549585780365835SQ46264,8263,51217.98,1000000.00 
747,53173510134664915MN47907,383,2226.19,100000.00 
79,53996898488223285CZ24889,967,16936.45,30000.00 
73,53427022416436919FH62503,1,0.01,600000.00 
747,53190159332327401PX91736,641,5701.91,100000.00 
766,53778406585592793FR45475,1920,47711.45,2072998.00 
953,53346705593793845NC89349,592,5948.26,5500.00 
79,53966982851049601OU80990,311,7221.73,20000.00 
299,53552465947488296CS90795,1624,7436.39,743479.00 
777,53599223144270025PU34099,328,1775.07,264948.00 
228,53483270409476126PZ56049,802,9467.11,555000.00 
233,53967601840901656MN40228,625,3871.72,300000.00 
737,53178037132717091QU92347,530,6021.43,100000.00 
233,53443516162752693FN88067,484,3155.03,300000.00 
747,53490252871687088JI40139,823,6833.12,17666.00 
183,53148772929141637DN21764,909,13291.62,2000000.00 
727,53944002720957421TW26854,4191,119668.53,200000.00 
233,53502593626507929GX13321,546,1852.39,300000.00 
465,53590326660394632NH37975,24502,707568.4,23744000.00 
794,53330480612964710PX40105,48112,945759.38,3000000.00 
424,53200149092626384RI59722,3591,31668.3,300000.00 
152,53732174608930676VZ64452,1544,9419.72,200000.00 
756,53655583310929069NZ61830,428,2355.44,102000.00 
191,53872896943246257GJ25350,1776,59803.58,0.00 
736,53754458320922841CM43983,603,22048.42,21993.00 
727,53572260653127620YA14162,1065,17155.59,50000.00 
739,53511885836017726PJ51820,454,23628.65,0.00 
739,53156510711185635ID24074,126,881.85,105555.00 
739,53539702015315001KB56114,685,21472.66,0.00 
739,53628750466701739JX54431,1146,186854.34,0.00 
299,53118763259165350EY61611,15192,321053.99,2000000.00 
715,53480405741163288AN10009,10816,267280.29,2000000.00 
299,53245232699044940PG24109,968,8782.48,105000.00 
160,53900580004268815NC97356,450,2475.34,300000.00 
299,53441902815161845BL24415,465,1089.8,108000.00 
160,53643837599494605LR84920,387,2520.56,50000.00 
160,53509345357039046XN27771,704,8410.28,50000.00 
424,53218960429912504NO82119,449,2806.73,400000.00 
424,53994853308117385KE64193,982,20983.5,200000.00 
113,53218055403117546ZZ46721,259,1956.39,1000000.00 
739,53674018230163006LT40269,1981,83899.64,0.00 
152,53172042108898440FF23541,1952,14733.26,200000.00 
406,53913941882975919MV38574,895,20301.38,100000.00 
160,53439350142808585QW93491,228,2970.86,50000.00 
747,53622321409995354LT79938,564,3681.37,100000.00 
727,53305973023967064HH18114,504,4088.36,200000.00 
160,53469798859784317AT43365,405,4579.68,50000.00 
727,53153523128065240OA13496,358,2163.01,150000.00 
727,53644069528795662NX54455,431,3555.25,200000.00 
747,53849953939987066FB29960,536,3729.18,100000.00 
794,53764573219943577YD73376,336,2420.43,1000000.00 
739,53578564388870121YZ66662,3611,28854.2,1000000.00 
152,53977094197403452BL31811,570,3975.48,100000.00 
953,53667161242868197DQ71864,758,5521.83,5500.00 
727,53183597564440790AW86501,803,5163.22,100000.00 
413,53712959251611840VH10137,606,2567.03,50000.00 
413,53211971289310117MF12077,2083,13130.03,50000.00 
413,53680507828723531ON43281,1019,4711.03,50000.00 
424,53701351476613987KP18201,1007,4037.04,200000.00 
794,53728759151847853RI21145,648,7235,100000.00 
299,53430644011814740TA16885,714,3023.26,100000.00 
794,53544322237148236RS16502,1441,12257.05,150000.00 
888,53634849528146956DR21216,1175,6919.05,100000.00 
735,53144864614389644PZ48932,706,10577.12,200000.00 
737,53269942929101873DI15041,865,4405.76,100000.00 
794,53634533632414577MI94755,1449,19718.92,150000.00 
737,53656095682873649EP40376,273,1758.38,200000.00 
737,53511764378030072PD85685,399,4679.35,100000.00 
160,53808844663254000QO30848,242,3032.72,60000.00 
737,53318563842027709EO56368,664,6746.11,100000.00 
952,53293035435469785PP63780,315,548.3,1000000.00 
132,53530532600879535TO65788,1568,48058.52,250000.00 
737,53988641408655176VH47825,288,1478.93,200000.00 
233,53540936822784484HR65304,397,3192.66,300000.00 
777,53343521440176428DX57025,828,37991.48,100000.00 
233,53791900650687553ZG30099,311,1813.49,500000.00 
727,53179582091947842KJ34239,397,2942.83,200000.00 
160,53355071694001732FP66001,226,1147.37,50000.00 
756,53453276575592189FQ37738,6833,35623.91,500555.00 
121,53881679260895333VD23967,2651,65374.94,184166.00 
134,53171124202324811XS22320,276,1731.08,10443.00 
737,53743255552248553RZ16872,2103,16544.47,16495.00 
740,53932872562139942SP50627,781,8071.08,100000.00 
756,53111133117513950PD35061,559,3504.9,102000.00 
756,53271873130398621UH44138,161,835.13,81600.00 
794,53439073360406888EK22232,18325,639840.42,1275090.00 
737,53284809894348934TG85435,842,3452.92,150000.00 
737,53724820310605085ZZ50669,419,2768.28,200000.00 
727,53705277250058933FP82627,520,11586.15,200000.00 
737,53963885483467230RY65970,511,8186.66,300000.00 
160,53557705982433486PY59689,226,2973.19,50000.00 
79,53415537986538992FF45610,409,8600.77,15000.00 
737,53253634650562248FK83588,1437,9725.56,100000.00 
299,53939205031253974GH58913,1657,26663.3,81476.00 
79,53416744672786297TC63066,388,9129.84,50000.00 
160,53895562473871312TX86728,219,2871.18,60000.00 
737,53490138811601701TP46678,981,9390.75,200000.00 
737,53562207074036991OO66571,364,839.87,80000.00 
749,53616296774221634MM71513,6557,146057.43,2905941.00 
725,53786170593321352ME48024,3301,85622.37,122000.00 
756,53539760348706827XK71066,474,10254.74,15000000.00 
715,53792967437757646AQ44738,1762,14888.84,510000.00 
747,53291300926726930OP47414,605,5347.61,5333.00 
756,53727884784512905QM40191,22974,109055.28,2100000.00 
738,53867465724364027QL58574,24865,1040521.88,1200000.00 
716,53270445422359158BZ69437,1596,21558.86,350000.00 
79,53577466079338677BW59406,1386,15000.36,15000.00 
794,53363548719048217CT92440,2951,190291.46,2000000.00 
79,53721924441553321TQ24065,1710,16222.43,30000.00 
82,53461651636877660DY21671,0,0,1050000.00 
794,53934786378477922CR41458,566,2349.15,70000.00 
424,53226288305174610CZ79868,1727,15777.1,80000.00 
424,53279766564468043RR46618,450,2225,100000.00 
79,53802337486596671BF35692,316,10055.05,10000.00 
756,53763001975955497AZ49422,636,62196.14,297000.00 
43,53860028253150554GO46628,1000,19450.94,3000000.00 
737,53585440026984173TL62779,444,8891.83,721000.00 
727,53273952261600720MB78044,2441,48262.88,200000.00 
727,53189572756257214UL62475,745,2587.27,300000.00 
739,53304087334148741DW69157,1073,16615.01,1000000.00 
737,53581666989174828CH30075,2024,8453.45,20462.00 
739,53231758079046521VO69878,344,5012.08,1000000.00 
739,53948924105334228AX38045,5826,40048.27,1000000.00 
739,53160618213003126DZ73753,2890,18916.72,1000000.00 
747,53326812163202247EF95762,681,5329.28,100000.00 
747,53951014259099450PH12484,520,4298.24,6838.00 
152,53624875334235969CN25944,532,2610.67,600000.00 
738,53174760784327484IW23039,999,43407.88,500000.00 
747,53679796808252307JU25907,654,5610.81,100000.00 
